Timestamp,Machine_ID,Operator_ID,RPM,Engine_Hours,Fuel_Used,Load_Cycles,Idling_Time,Seatbelt_Status,Safety_Alert_Triggered,Task_Type,Soil_Type,Terrain,Temperature_C,Precipitation_mm
2025-05-07 05:54:44,EXC005,OP1003,2034,1633.76,12.48,13,48,Fastened,No,Trenching,Loam,Incline,186.18,0.0
2025-05-07 08:51:28,EXC003,OP1003,1946,2419.06,16.45,17,48,Unfastened,Yes,Trenching,Loam,Steep,206.6,0.0
2025-05-07 12:45:43,EXC004,OP1005,771,1570.12,7.03,3,20,Fastened,No,Compacting,Gravel,Flat,200.69,0.0
2025-05-07 14:23:07,EXC004,OP1005,2192,1570.76,16.05,16,17,Fastened,No,Digging,Rock,Steep,209.81,0.0
2025-05-07 17:41:23,EXC005,OP1001,835,1636.18,5.31,3,50,Fastened,No,Grading,Clay,Flat,190.42,42.76
2025-05-07 19:18:48,EXC005,OP1002,855,1637.31,9.1,2,56,Fastened,No,Grading,Clay,Steep,197.22,36.06
2025-05-07 21:27:05,EXC005,OP1002,2175,1638.78,23.72,23,15,Unfastened,Yes,Digging,Rock,Incline,207.93,0.0
2025-05-08 00:49:48,EXC003,OP1002,1872,2422.31,14.63,10,30,Fastened,No,Hauling,Sand,Steep,214.91,0.0
2025-05-08 03:31:53,EXC003,OP1002,771,2424.27,6.62,1,61,Fastened,No,Grading,Clay,Flat,219.01,27.74
2025-05-08 04:59:50,EXC003,OP1001,883,2425.38,6.2,1,51,Fastened,No,Grading,Clay,Steep,224.26,31.63
2025-05-08 06:48:07,EXC001,OP1003,786,1780.4,5.3,1,106,Fastened,No,Grading,Clay,Flat,134.6,45.72
2025-05-08 09:00:31,EXC001,OP1004,865,1782.26,7.54,1,21,Fastened,No,Compacting,Gravel,Steep,136.81,0.0
2025-05-08 10:08:46,EXC001,OP1005,833,1782.84,7.16,1,21,Fastened,No,Compacting,Gravel,Steep,138.7,0.0
2025-05-08 11:17:05,EXC001,OP1003,839,1783.42,5.3,1,113,Fastened,No,Grading,Clay,Flat,146.15,43.94
2025-05-08 14:11:14,EXC004,OP1002,768,1573.2,7.38,3,59,Fastened,No,Grading,Clay,Flat,215.1,15.36
2025-05-08 15:43:57,EXC004,OP1004,829,1574.48,7.28,2,57,Fastened,No,Grading,Clay,Steep,223.11,43.23
2025-05-08 18:07:52,EXC003,OP1004,804,2426.62,7.54,1,19,Fastened,No,Compacting,Gravel,Steep,225.68,0.0
2025-05-08 19:08:39,EXC002,OP1001,1980,2860.58,13.75,15,22,Fastened,No,Trenching,Loam,Steep,217.14,0.0
2025-05-08 22:07:20,EXC001,OP1005,2034,1785.4,13.96,14,27,Fastened,No,Trenching,Loam,Steep,155.55,0.0
2025-05-09 01:08:01,EXC004,OP1001,1865,1575.97,8.9,9,24,Fastened,No,Hauling,Sand,Incline,227.32,0.0
2025-05-09 03:32:09,EXC005,OP1003,2067,1641.7,12.65,17,47,Fastened,No,Trenching,Loam,Flat,220.69,0.0
2025-05-09 06:17:16,EXC001,OP1005,799,1787.81,8.96,4,22,Fastened,No,Compacting,Gravel,Incline,158.75,0.0
2025-05-09 08:09:41,EXC002,OP1002,845,2863.0,10.25,4,21,Fastened,No,Compacting,Gravel,Flat,220.37,0.0
2025-05-09 09:29:04,EXC002,OP1002,2042,2863.74,15.25,16,25,Fastened,No,Trenching,Loam,Flat,227.96,0.0
2025-05-09 11:59:43,EXC001,OP1004,766,1788.69,6.6,2,21,Fastened,No,Compacting,Gravel,Flat,159.36,0.0
2025-05-09 13:16:42,EXC001,OP1004,780,1789.23,8.51,3,20,Fastened,No,Compacting,Gravel,Incline,161.3,0.0
2025-05-09 14:44:38,EXC001,OP1002,2161,1789.96,26.0,22,16,Fastened,No,Digging,Rock,Steep,178.52,0.0
2025-05-09 18:43:55,EXC003,OP1004,822,2427.18,8.58,2,20,Fastened,No,Compacting,Gravel,Steep,228.77,0.0
2025-05-09 19:56:52,EXC003,OP1003,2306,2427.86,18.85,19,27,Fastened,No,Digging,Rock,Steep,245.3,0.0
2025-05-09 23:59:12,EXC001,OP1001,878,1793.18,4.77,1,53,Fastened,No,Grading,Clay,Flat,181.75,20.97
2025-05-10 01:17:29,EXC001,OP1002,1797,1794.15,12.25,12,31,Fastened,No,Hauling,Sand,Flat,190.28,0.0
2025-05-10 03:41:13,EXC005,OP1005,2173,1644.18,21.0,24,18,Fastened,No,Digging,Rock,Steep,239.51,0.0
2025-05-10 07:44:17,EXC002,OP1004,1878,2865.76,11.27,12,33,Fastened,No,Hauling,Sand,Incline,238.87,0.0
2025-05-10 10:18:59,EXC005,OP1005,788,1647.69,6.27,2,21,Fastened,No,Compacting,Gravel,Flat,240.88,0.0
2025-05-10 11:11:59,EXC003,OP1004,2092,2430.91,11.75,15,25,Fastened,No,Trenching,Loam,Flat,254.17,0.0
2025-05-10 13:49:56,EXC001,OP1004,855,1795.87,6.09,1,66,Fastened,No,Grading,Clay,Incline,196.31,29.02
2025-05-10 16:01:34,EXC005,OP1005,2231,1648.25,13.77,19,17,Fastened,No,Digging,Rock,Flat,249.03,0.0
2025-05-10 18:38:16,EXC002,OP1003,825,2867.77,9.62,6,59,Fastened,No,Hauling,Sand,Steep,248.93,0.0
2025-05-10 21:21:28,EXC005,OP1005,855,1650.44,9.14,6,30,Fastened,No,Hauling,Sand,Steep,256.01,0.0
2025-05-10 23:30:21,EXC001,OP1001,824,1797.24,5.8,2,50,Fastened,No,Grading,Clay,Incline,201.77,10.93
2025-05-11 01:10:14,EXC002,OP1002,1857,2869.83,10.75,9,31,Fastened,No,Hauling,Sand,Flat,255.18,0.0
2025-05-11 03:12:00,EXC004,OP1002,2159,1577.46,21.13,16,15,Fastened,No,Digging,Rock,Steep,237.37,0.0
2025-05-11 06:10:43,EXC005,OP1003,798,1651.88,6.2,4,106,Fastened,No,Grading,Clay,Flat,265.72,36.93
2025-05-11 08:57:22,EXC001,OP1003,783,1798.44,6.44,2,116,Fastened,No,Grading,Clay,Incline,211.91,15.9
2025-05-11 11:43:23,EXC003,OP1002,883,2432.83,8.75,5,31,Fastened,No,Hauling,Sand,Flat,258.28,0.0
2025-05-11 13:24:26,EXC002,OP1003,822,2871.26,5.8,1,37,Fastened,No,Compacting,Gravel,Flat,257.22,0.0
2025-05-11 14:34:43,EXC005,OP1005,876,1654.04,7.21,2,20,Fastened,No,Compacting,Gravel,Incline,267.08,0.0
2025-05-11 15:45:43,EXC001,OP1005,774,1800.88,7.29,3,68,Fastened,No,Grading,Clay,Steep,219.29,12.3
2025-05-11 18:17:53,EXC001,OP1004,873,1802.74,10.66,4,21,Fastened,No,Compacting,Gravel,Steep,222.69,0.0
2025-05-11 19:45:36,EXC002,OP1003,870,2871.98,10.66,8,58,Fastened,No,Hauling,Sand,Steep,267.47,0.0
2025-05-11 22:40:47,EXC002,OP1005,2275,2874.27,16.93,21,17,Fastened,No,Digging,Rock,Incline,280.58,0.0
2025-05-12 02:22:24,EXC001,OP1005,853,1803.71,8.08,3,20,Fastened,No,Compacting,Gravel,Incline,225.98,0.0
2025-05-12 03:45:38,EXC003,OP1003,767,2433.85,8.06,4,114,Fastened,No,Grading,Clay,Steep,271.49,23.98
2025-05-12 07:14:51,EXC002,OP1003,845,2877.01,8.58,2,39,Fastened,No,Compacting,Gravel,Steep,284.19,0.0
2025-05-12 09:07:57,EXC002,OP1005,853,2878.11,8.15,2,23,Fastened,No,Compacting,Gravel,Steep,286.37,0.0
2025-05-12 10:34:45,EXC003,OP1001,2025,2436.84,11.23,13,21,Fastened,No,Trenching,Loam,Incline,279.71,0.0
2025-05-12 13:09:50,EXC003,OP1004,2054,2438.74,10.85,13,24,Fastened,No,Trenching,Loam,Flat,286.83,0.0
2025-05-12 15:07:23,EXC003,OP1002,2228,2440.44,20.31,15,16,Fastened,No,Digging,Rock,Steep,296.97,0.0
2025-05-12 18:00:40,EXC005,OP1004,836,1654.66,5.9,3,64,Unfastened,Yes,Grading,Clay,Flat,271.54,27.26
2025-05-12 20:07:43,EXC001,OP1001,885,1804.44,7.66,3,17,Fastened,No,Compacting,Gravel,Incline,228.35,0.0
2025-05-12 21:21:28,EXC004,OP1004,764,1579.86,9.62,3,19,Unfastened,Yes,Compacting,Gravel,Steep,239.8,0.0
2025-05-12 22:42:43,EXC005,OP1002,1932,1656.03,18.36,14,27,Fastened,No,Trenching,Loam,Steep,283.31,0.0
2025-05-13 01:28:57,EXC002,OP1005,803,2878.87,10.13,4,24,Fastened,No,Compacting,Gravel,Steep,290.73,0.0
2025-05-13 03:16:59,EXC005,OP1004,1756,1658.44,12.74,12,27,Fastened,No,Hauling,Sand,Steep,294.59,0.0
2025-05-13 06:05:03,EXC005,OP1002,2449,1660.6,13.32,4,19,Fastened,No,Compacting,Gravel,Steep,298.25,0.0
2025-05-13 07:19:46,EXC005,OP1001,1851,1661.53,9.31,10,24,Fastened,No,Hauling,Sand,Incline,306.22,0.0
2025-05-13 09:22:28,EXC004,OP1004,784,1580.66,6.2,4,55,Fastened,No,Grading,Clay,Flat,244.96,32.2
2025-05-13 11:29:56,EXC005,OP1004,899,1663.14,6.44,2,61,Fastened,No,Grading,Clay,Incline,313.08,17.9
2025-05-13 13:17:10,EXC001,OP1002,844,1805.12,8.61,1,59,Fastened,No,Grading,Clay,Steep,235.23,11.86
2025-05-13 14:58:35,EXC001,OP1005,1791,1806.54,11.61,11,36,Fastened,No,Hauling,Sand,Steep,247.02,0.0
2025-05-13 17:45:10,EXC004,OP1002,770,1581.98,7.0,2,62,Fastened,No,Grading,Clay,Flat,249.04,24.81
2025-05-13 19:23:07,EXC005,OP1001,1820,1664.55,7.38,8,25,Fastened,No,Hauling,Sand,Flat,317.49,0.0
2025-05-13 21:29:11,EXC005,OP1005,1771,1665.76,11.61,11,31,Fastened,No,Hauling,Sand,Steep,326.97,0.0
2025-05-14 00:10:47,EXC004,OP1004,849,1583.21,9.1,5,30,Fastened,No,Hauling,Sand,Steep,255.9,0.0
2025-05-14 02:06:03,EXC004,OP1005,757,1584.52,6.65,5,33,Fastened,No,Hauling,Sand,Flat,259.2,0.0
2025-05-14 03:41:24,EXC001,OP1001,1927,1808.74,7.74,8,21,Fastened,No,Trenching,Loam,Flat,251.44,0.0
2025-05-14 05:17:42,EXC005,OP1002,787,1667.85,8.48,3,65,Unfastened,Yes,Grading,Clay,Incline,334.7,32.29
2025-05-14 07:24:13,EXC001,OP1001,777,1809.9,6.2,1,51,Fastened,No,Grading,Clay,Steep,255.93,23.24
2025-05-14 09:17:28,EXC003,OP1005,756,2442.73,7.29,3,66,Fastened,No,Grading,Clay,Steep,304.33,47.37
2025-05-14 11:26:38,EXC002,OP1003,845,2879.9,9.62,3,37,Fastened,No,Compacting,Gravel,Steep,294.94,0.0
2025-05-14 13:13:47,EXC003,OP1003,772,2444.55,6.67,1,39,Fastened,No,Compacting,Gravel,Incline,307.94,0.0
2025-05-14 14:51:20,EXC003,OP1004,821,2445.41,7.0,5,29,Unfastened,Yes,Hauling,Sand,Flat,311.28,0.0
2025-05-14 16:35:03,EXC005,OP1001,2115,1669.44,19.89,24,13,Fastened,No,Digging,Rock,Steep,353.51,0.0
2025-05-14 20:47:03,EXC002,OP1005,2244,2881.09,12.35,16,16,Fastened,No,Digging,Rock,Flat,303.63,0.0
2025-05-14 22:58:39,EXC004,OP1002,2154,1585.57,20.12,18,15,Fastened,No,Digging,Rock,Incline,269.77,0.0
2025-05-15 01:53:34,EXC005,OP1002,2084,1672.84,13.97,8,23,Fastened,No,Trenching,Loam,Steep,360.25,0.0
2025-05-15 03:54:56,EXC004,OP1003,2121,1587.93,18.2,18,30,Fastened,No,Digging,Rock,Steep,282.16,0.0
2025-05-15 07:44:40,EXC002,OP1003,1985,2882.95,12.99,14,44,Fastened,No,Trenching,Loam,Incline,315.27,0.0
2025-05-15 10:46:01,EXC004,OP1001,806,1590.91,5.22,1,15,Fastened,No,Compacting,Gravel,Flat,282.09,0.0
2025-05-15 11:58:55,EXC003,OP1004,780,2446.39,5.9,3,62,Fastened,No,Grading,Clay,Flat,316.89,17.4
2025-05-15 14:11:21,EXC002,OP1002,2376,2885.4,10.25,4,20,Fastened,No,Compacting,Gravel,Flat,317.14,0.0
2025-05-15 15:32:53,EXC004,OP1004,841,1591.26,8.06,4,65,Fastened,No,Grading,Clay,Steep,291.17,43.28
2025-05-15 18:14:44,EXC003,OP1002,1802,2447.72,16.57,13,28,Fastened,No,Hauling,Sand,Steep,327.58,0.0
2025-05-15 21:06:50,EXC003,OP1001,1729,2450.01,9.31,10,22,Fastened,No,Hauling,Sand,Incline,333.91,0.0
2025-05-15 23:40:18,EXC002,OP1004,871,2886.14,9.62,3,20,Fastened,No,Compacting,Gravel,Steep,320.53,0.0
2025-05-16 00:47:02,EXC004,OP1002,2324,1593.2,13.32,4,18,Fastened,No,Compacting,Gravel,Steep,295.07,0.0
2025-05-16 02:23:03,EXC002,OP1002,2024,2886.96,13.56,13,26,Fastened,No,Trenching,Loam,Flat,329.03,0.0
2025-05-16 04:54:59,EXC001,OP1005,898,1811.12,8.96,4,24,Fastened,No,Compacting,Gravel,Incline,259.1,0.0
2025-05-16 06:23:53,EXC001,OP1002,898,1812.04,9.25,3,18,Fastened,No,Compacting,Gravel,Flat,260.6,0.0
2025-05-16 07:34:26,EXC003,OP1001,883,2451.58,8.19,5,26,Fastened,No,Hauling,Sand,Steep,339.13,0.0
2025-05-16 09:10:18,EXC004,OP1002,2091,1594.12,24.38,20,14,Fastened,No,Digging,Rock,Steep,307.77,0.0
2025-05-16 12:21:08,EXC005,OP1001,814,1674.38,7.72,2,17,Unfastened,Yes,Compacting,Gravel,Steep,362.14,0.0
2025-05-16 13:38:50,EXC001,OP1005,821,1812.64,6.27,2,20,Fastened,No,Compacting,Gravel,Flat,262.18,0.0
2025-05-16 14:52:11,EXC004,OP1004,2011,1597.02,11.96,12,27,Fastened,No,Trenching,Loam,Incline,316.39,0.0
2025-05-16 17:36:19,EXC004,OP1004,765,1598.91,9.62,3,21,Unfastened,Yes,Compacting,Gravel,Steep,319.39,0.0
2025-05-16 18:54:28,EXC004,OP1001,2070,1599.76,9.77,13,20,Fastened,No,Trenching,Loam,Flat,325.4,0.0
2025-05-16 21:02:45,EXC001,OP1001,1821,1813.18,10.56,13,24,Fastened,No,Hauling,Sand,Incline,271.72,0.0
2025-05-16 23:30:46,EXC001,OP1004,2118,1815.14,18.4,22,16,Fastened,No,Digging,Rock,Incline,284.77,0.0
2025-05-17 02:45:57,EXC004,OP1002,2077,1601.39,15.81,17,27,Fastened,No,Trenching,Loam,Flat,333.73,0.0
2025-05-17 05:18:50,EXC001,OP1004,760,1817.98,7.59,2,19,Fastened,No,Compacting,Gravel,Incline,286.73,0.0
2025-05-17 06:38:22,EXC001,OP1002,2169,1818.56,20.0,22,16,Unfastened,Yes,Digging,Rock,Flat,299.94,0.0
2025-05-17 09:44:25,EXC002,OP1005,826,2888.69,6.45,3,61,Fastened,No,Grading,Clay,Incline,335.46,49.78
2025-05-17 11:48:21,EXC002,OP1002,1791,2890.2,14.63,10,29,Fastened,No,Hauling,Sand,Steep,343.57,0.0
2025-05-17 14:19:58,EXC002,OP1004,833,2892.12,8.58,2,21,Fastened,No,Compacting,Gravel,Steep,345.49,0.0
2025-05-17 15:43:36,EXC002,OP1001,2003,2892.83,10.59,9,20,Fastened,No,Trenching,Loam,Steep,353.73,0.0
2025-05-17 17:38:11,EXC003,OP1002,813,2452.8,9.43,1,22,Fastened,No,Compacting,Gravel,Steep,341.77,0.0
2025-05-17 18:29:57,EXC004,OP1003,849,1603.53,7.54,1,38,Fastened,No,Compacting,Gravel,Steep,337.52,0.0
2025-05-17 20:16:32,EXC004,OP1003,783,1604.48,7.59,2,35,Fastened,No,Compacting,Gravel,Incline,339.64,0.0
2025-05-17 21:32:30,EXC001,OP1005,1857,1821.03,11.61,11,35,Fastened,No,Hauling,Sand,Steep,308.85,0.0
2025-05-18 00:00:37,EXC005,OP1003,2009,1675.02,11.96,12,44,Fastened,No,Trenching,Loam,Incline,372.21,0.0
2025-05-18 02:57:10,EXC003,OP1001,2424,2453.39,9.59,4,14,Fastened,No,Compacting,Gravel,Steep,345.41,0.0
2025-05-18 04:28:17,EXC005,OP1005,1882,1677.24,11.61,11,31,Fastened,No,Hauling,Sand,Steep,382.52,0.0
2025-05-18 07:14:39,EXC004,OP1004,2233,1605.39,15.0,20,14,Fastened,No,Digging,Rock,Flat,350.07,0.0
2025-05-18 10:03:37,EXC001,OP1001,847,1823.22,7.25,4,45,Fastened,No,Grading,Clay,Steep,316.16,11.24
2025-05-18 12:10:19,EXC002,OP1004,1991,2894.44,10.4,12,25,Fastened,No,Trenching,Loam,Flat,362.29,0.0
2025-05-18 14:24:59,EXC001,OP1002,1758,1824.72,10.25,8,30,Fastened,No,Hauling,Sand,Flat,322.49,0.0
2025-05-18 16:32:11,EXC004,OP1003,822,1607.63,6.89,1,101,Fastened,No,Grading,Clay,Steep,360.18,43.97
2025-05-18 19:43:35,EXC002,OP1002,1828,2896.07,12.25,12,31,Fastened,No,Hauling,Sand,Flat,369.08,0.0
2025-05-18 21:51:14,EXC001,OP1004,2268,1826.01,14.37,15,14,Fastened,No,Digging,Rock,Incline,330.5,0.0
2025-05-19 00:10:28,EXC002,OP1004,2105,2897.78,16.5,23,15,Fastened,No,Digging,Rock,Flat,381.79,0.0
2025-05-19 03:07:35,EXC002,OP1003,2101,2900.33,22.1,24,25,Fastened,No,Digging,Rock,Steep,399.7,0.0
2025-05-19 07:41:44,EXC003,OP1001,2165,2454.23,14.49,18,12,Fastened,No,Digging,Rock,Incline,357.21,0.0
2025-05-19 10:34:42,EXC001,OP1001,1769,1828.01,8.1,10,25,Fastened,No,Hauling,Sand,Flat,337.59,0.0
2025-05-19 12:40:15,EXC003,OP1003,1720,2456.52,10.2,13,51,Fastened,No,Hauling,Sand,Flat,368.83,0.0
2025-05-19 15:22:53,EXC002,OP1005,2103,2904.0,18.03,23,16,Fastened,No,Digging,Rock,Incline,412.26,0.0
2025-05-19 19:19:36,EXC005,OP1005,1986,1679.34,13.82,17,30,Fastened,No,Trenching,Loam,Incline,394.68,0.0
2025-05-19 22:10:56,EXC003,OP1004,1781,2458.67,8.97,7,27,Fastened,No,Hauling,Sand,Incline,375.27,0.0
2025-05-20 00:09:59,EXC003,OP1001,1928,2460.0,12.17,12,20,Fastened,No,Trenching,Loam,Steep,382.56,0.0
2025-05-20 03:08:42,EXC001,OP1002,768,1829.42,8.34,1,21,Fastened,No,Compacting,Gravel,Incline,339.13,0.0
2025-05-20 04:00:01,EXC001,OP1005,840,1829.94,5.03,1,65,Fastened,No,Grading,Clay,Flat,343.65,28.55
2025-05-20 05:49:48,EXC003,OP1005,1716,2461.99,9.4,9,31,Fastened,No,Hauling,Sand,Incline,388.6,0.0
2025-05-20 07:48:26,EXC002,OP1005,1932,2906.95,14.51,15,25,Fastened,No,Trenching,Loam,Steep,423.08,0.0
2025-05-20 10:43:40,EXC005,OP1001,879,1681.87,4.77,1,49,Fastened,No,Grading,Clay,Flat,398.89,24.86
2025-05-20 12:16:20,EXC003,OP1003,2090,2463.61,13.51,15,47,Fastened,No,Trenching,Loam,Incline,399.57,0.0
2025-05-20 15:29:44,EXC004,OP1002,1921,1609.94,16.17,11,27,Fastened,No,Trenching,Loam,Steep,366.74,0.0
2025-05-20 17:49:19,EXC004,OP1005,891,1611.96,5.89,4,68,Fastened,No,Grading,Clay,Flat,373.2,13.84
2025-05-20 19:59:31,EXC002,OP1003,2028,2909.44,16.45,17,45,Fastened,No,Trenching,Loam,Steep,441.07,0.0
2025-05-20 23:51:27,EXC001,OP1004,1710,1831.13,12.19,14,29,Fastened,No,Hauling,Sand,Incline,354.34,0.0
2025-05-21 02:42:24,EXC002,OP1001,2196,2912.63,17.08,23,11,Fastened,No,Digging,Rock,Incline,452.91,0.0
2025-05-21 06:32:06,EXC005,OP1005,870,1682.79,8.15,2,23,Fastened,No,Compacting,Gravel,Steep,401.6,0.0
