Timestamp,Machine_ID,Operator_ID,Engine_Hours,Fuel_Used,Load_Cycles,Idling_Time,Seatbelt_Status,Safety_Alert_Triggered,Task_Type,Soil_Type,Terrain,Temperature_C,Precipitation_mm,Operator_Experience_Years
2025-05-03 07:54:56,EXC004,OP1004,1551.78,18.4,22,14,Fastened,No,Digging,Rock,Incline,158.12,0.0,8
2025-05-03 11:07:33,EXC001,OP1002,1525.96,17.25,20,15,Fastened,No,Digging,Rock,Incline,131.38,0.0,2
2025-05-03 14:28:14,EXC004,OP1002,1554.58,10.4,12,23,Fastened,No,Trenching,Loam,Flat,165.77,0.0,7
2025-05-03 16:22:07,EXC002,OP1001,2093.79,8.58,2,19,Fastened,No,Compacting,Gravel,Steep,108.01,0.0,14
2025-05-03 17:33:46,EXC002,OP1003,2094.46,13.51,15,24,Fastened,No,Trenching,Loam,Incline,118.64,0.0,8
2025-05-03 20:01:44,EXC001,OP1003,1528.55,12.99,14,24,Fastened,No,Trenching,Loam,Incline,142.18,0.0,10
2025-05-03 22:43:34,EXC003,OP1003,1175.52,16.45,17,26,Fastened,No,Trenching,Loam,Steep,126.11,0.0,9
2025-05-04 02:27:33,EXC004,OP1003,1556.16,14.0,18,15,Fastened,No,Digging,Rock,Flat,174.27,0.0,1
2025-05-04 05:08:13,EXC005,OP1003,2648.87,7.4,3,20,Fastened,No,Compacting,Gravel,Flat,103.17,0.0,12
2025-05-04 06:14:25,EXC005,OP1003,2649.5,18.2,18,14,Fastened,No,Digging,Rock,Steep,117.32,0.0,2
2025-05-04 09:18:47,EXC004,OP1005,1558.22,16.25,15,14,Fastened,No,Digging,Rock,Steep,183.92,0.0,4
2025-05-04 12:20:35,EXC002,OP1002,2096.64,18.97,23,15,Fastened,No,Digging,Rock,Incline,132.9,0.0,19
2025-05-04 15:38:15,EXC005,OP1001,2652.14,8.6,8,26,Fastened,No,Trenching,Loam,Flat,122.33,0.0,9
2025-05-04 17:30:28,EXC004,OP1005,1560.47,11.27,12,30,Fastened,No,Hauling,Sand,Incline,193.79,0.0,17
2025-05-04 20:21:24,EXC003,OP1003,1178.28,9.43,8,33,Fastened,No,Hauling,Sand,Incline,130.84,0.0,17
2025-05-04 22:25:23,EXC004,OP1004,1562.42,10.66,8,33,Fastened,No,Hauling,Sand,Steep,200.65,0.0,3
2025-05-05 00:40:59,EXC005,OP1002,2653.36,9.0,10,28,Fastened,No,Hauling,Sand,Flat,127.28,0.0,19
2025-05-05 02:35:48,EXC001,OP1001,1530.63,13.78,14,29,Fastened,No,Hauling,Sand,Steep,155.47,0.0,12
2025-05-05 06:01:22,EXC004,OP1005,1564.17,7.67,3,58,Fastened,No,Grading,Clay,Steep,206.59,36.91,8
2025-05-05 07:55:23,EXC001,OP1002,1533.07,17.0,24,16,Fastened,No,Digging,Rock,Flat,168.4,0.0,17
2025-05-05 10:53:28,EXC002,OP1002,2099.57,9.95,11,27,Fastened,No,Trenching,Loam,Flat,138.63,0.0,3
2025-05-05 12:45:41,EXC002,OP1001,2101.11,8.58,2,19,Fastened,No,Compacting,Gravel,Steep,140.84,0.0,10
2025-05-05 14:01:04,EXC005,OP1005,2654.82,6.44,2,56,Fastened,No,Grading,Clay,Incline,133.52,44.88,6
2025-05-05 15:51:31,EXC002,OP1004,2101.79,9.62,3,21,Fastened,No,Compacting,Gravel,Steep,143.67,0.0,2
2025-05-05 17:40:25,EXC004,OP1002,1565.82,12.19,14,29,Fastened,No,Hauling,Sand,Incline,216.04,0.0,13
2025-05-05 20:48:57,EXC002,OP1003,2102.63,7.54,1,19,Fastened,No,Compacting,Gravel,Steep,144.85,0.0,6
2025-05-05 21:41:17,EXC005,OP1004,2656.13,5.9,3,62,Fastened,No,Grading,Clay,Flat,138.04,20.31,7
2025-05-05 23:17:26,EXC001,OP1004,1535.73,17.82,21,16,Fastened,No,Digging,Rock,Incline,182.21,0.0,16
2025-05-06 02:39:31,EXC005,OP1001,2657.46,15.0,20,15,Fastened,No,Digging,Rock,Flat,148.88,0.0,5
2025-05-06 05:27:33,EXC003,OP1005,1179.83,9.5,10,23,Fastened,No,Trenching,Loam,Flat,135.61,0.0,6
2025-05-06 07:43:30,EXC002,OP1005,2103.17,7.13,4,59,Fastened,No,Grading,Clay,Incline,151.17,25.95,17
2025-05-06 10:15:42,EXC001,OP1003,1538.45,6.44,2,59,Fastened,No,Grading,Clay,Incline,187.4,28.29,5
2025-05-06 12:21:29,EXC005,OP1001,2659.71,10.35,10,29,Fastened,No,Hauling,Sand,Incline,157.18,0.0,17
2025-05-06 14:31:46,EXC005,OP1001,2661.42,6.6,2,21,Fastened,No,Compacting,Gravel,Flat,159.28,0.0,6
2025-05-06 15:21:23,EXC003,OP1002,1181.21,10.4,12,25,Fastened,No,Trenching,Loam,Flat,142.66,0.0,18
2025-05-06 17:19:44,EXC004,OP1002,1567.98,14.11,13,27,Fastened,No,Trenching,Loam,Steep,224.32,0.0,9
2025-05-06 20:27:44,EXC001,OP1003,1539.82,14.37,15,16,Fastened,No,Digging,Rock,Incline,195.98,0.0,8
2025-05-06 22:50:00,EXC002,OP1003,2104.77,16.5,23,14,Fastened,No,Digging,Rock,Flat,162.41,0.0,11
2025-05-07 02:07:17,EXC005,OP1005,2661.97,5.6,2,57,Fastened,No,Grading,Clay,Flat,164.01,36.78,9
2025-05-07 03:49:53,EXC002,OP1004,2107.3,6.2,4,64,Fastened,No,Grading,Clay,Flat,167.31,28.14,15
2025-05-07 05:39:16,EXC003,OP1001,1182.82,10.2,13,32,Fastened,No,Hauling,Sand,Flat,149.38,0.0,2
2025-05-07 07:54:33,EXC005,OP1004,2663.12,8.2,8,28,Fastened,No,Hauling,Sand,Flat,168.27,0.0,16
2025-05-07 09:42:14,EXC003,OP1001,1184.65,6.79,3,54,Fastened,No,Grading,Clay,Incline,155.97,43.32,15
2025-05-07 11:41:03,EXC004,OP1004,1570.24,12.19,14,32,Fastened,No,Hauling,Sand,Incline,233.49,0.0,3
2025-05-07 14:13:36,EXC003,OP1002,1186.04,15.52,17,14,Fastened,No,Digging,Rock,Incline,167.55,0.0,16
2025-05-07 16:49:07,EXC005,OP1002,2664.38,8.06,4,54,Fastened,No,Grading,Clay,Steep,177.22,28.56,7
2025-05-07 18:45:40,EXC004,OP1005,1572.47,9.62,6,31,Fastened,No,Hauling,Sand,Steep,239.34,0.0,14
2025-05-07 21:09:32,EXC002,OP1003,2108.77,5.3,1,58,Fastened,No,Grading,Clay,Flat,171.18,46.69,17
2025-05-07 22:55:53,EXC002,OP1004,2109.83,11.77,9,24,Fastened,No,Trenching,Loam,Steep,178.8,0.0,11
2025-05-08 00:56:32,EXC002,OP1004,2111.52,9.43,4,22,Fastened,No,Compacting,Gravel,Incline,183.04,0.0,18
2025-05-08 02:24:17,EXC003,OP1004,1188.26,11.18,9,31,Fastened,No,Hauling,Sand,Steep,175.3,0.0,11
2025-05-08 04:35:49,EXC005,OP1003,2666.07,15.5,21,16,Fastened,No,Digging,Rock,Flat,189.95,0.0,12
2025-05-08 07:17:41,EXC001,OP1003,1541.85,20.15,21,16,Fastened,No,Digging,Rock,Steep,212.63,0.0,13
2025-05-08 10:56:27,EXC003,OP1002,1190.1,12.99,14,26,Fastened,No,Trenching,Loam,Incline,184.15,0.0,19
2025-05-08 13:19:52,EXC003,OP1004,1192.21,15.28,15,25,Fastened,No,Trenching,Loam,Steep,195.59,0.0,16
2025-05-08 16:16:49,EXC004,OP1005,1573.93,12.22,11,32,Fastened,No,Hauling,Sand,Steep,247.72,0.0,17
2025-05-08 18:43:53,EXC005,OP1001,2668.43,5.6,2,62,Fastened,No,Grading,Clay,Flat,194.69,17.97,13
2025-05-08 20:20:52,EXC003,OP1005,1194.71,14.0,18,15,Fastened,No,Digging,Rock,Flat,205.9,0.0,8
2025-05-08 22:46:53,EXC002,OP1004,2112.4,8.2,4,20,Fastened,No,Compacting,Gravel,Flat,186.26,0.0,15
2025-05-09 00:26:02,EXC003,OP1001,1196.76,5.3,1,61,Fastened,No,Grading,Clay,Flat,209.66,19.98,11
2025-05-09 02:07:58,EXC002,OP1001,2113.14,6.79,3,55,Fastened,No,Grading,Clay,Incline,191.83,21.85,10
2025-05-09 04:15:39,EXC005,OP1004,2669.66,7.59,2,19,Fastened,No,Compacting,Gravel,Incline,196.69,0.0,3
2025-05-09 05:16:38,EXC001,OP1005,1544.92,18.2,18,14,Fastened,No,Digging,Rock,Steep,223.33,0.0,6
2025-05-09 08:20:44,EXC004,OP1003,1576.05,14.0,18,16,Fastened,No,Digging,Rock,Flat,258.99,0.0,1
2025-05-09 11:15:44,EXC003,OP1005,1197.87,9.43,4,21,Fastened,No,Compacting,Gravel,Incline,213.48,0.0,3
2025-05-09 13:02:11,EXC001,OP1004,1547.57,6.6,2,19,Fastened,No,Compacting,Gravel,Flat,224.73,0.0,4
2025-05-09 14:24:25,EXC005,OP1002,2670.26,12.99,14,24,Fastened,No,Trenching,Loam,Incline,206.39,0.0,17
2025-05-09 17:27:11,EXC003,OP1002,1198.72,11.96,12,25,Fastened,No,Trenching,Loam,Incline,220.8,0.0,15
2025-05-09 19:34:29,EXC004,OP1001,1578.11,7.4,6,33,Fastened,No,Hauling,Sand,Flat,263.94,0.0,11
2025-05-09 21:40:05,EXC002,OP1005,2114.54,7.59,2,22,Fastened,No,Compacting,Gravel,Incline,193.49,0.0,10
2025-05-09 22:39:22,EXC005,OP1004,2672.34,13.26,13,29,Fastened,No,Hauling,Sand,Steep,214.24,0.0,6
2025-05-10 01:27:05,EXC001,OP1003,1548.09,10.2,13,33,Fastened,No,Hauling,Sand,Flat,233.68,0.0,17
2025-05-10 03:47:28,EXC004,OP1005,1579.26,6.6,2,22,Fastened,No,Compacting,Gravel,Flat,265.36,0.0,19
2025-05-10 05:13:07,EXC005,OP1004,2674.66,14.11,13,26,Fastened,No,Trenching,Loam,Steep,222.42,0.0,17
2025-05-10 08:20:36,EXC001,OP1005,1549.93,10.66,8,32,Fastened,No,Hauling,Sand,Steep,242.57,0.0,13
2025-05-10 10:52:46,EXC003,OP1004,1200.58,5.9,3,63,Fastened,No,Grading,Clay,Flat,227.21,26.09,8
2025-05-10 12:46:22,EXC003,OP1002,1201.93,7.59,2,21,Fastened,No,Compacting,Gravel,Incline,229.9,0.0,7
2025-05-10 14:00:34,EXC004,OP1002,1579.83,7.54,1,20,Fastened,No,Compacting,Gravel,Steep,266.65,0.0,10
2025-05-10 15:33:41,EXC001,OP1004,1551.68,11.44,11,26,Fastened,No,Trenching,Loam,Incline,248.86,0.0,18
2025-05-10 17:56:07,EXC003,OP1002,1202.56,13.51,15,25,Fastened,No,Trenching,Loam,Incline,240.61,0.0,19
2025-05-10 20:27:49,EXC001,OP1001,1553.44,8.2,8,32,Fastened,No,Hauling,Sand,Flat,253.09,0.0,15
2025-05-10 22:30:11,EXC005,OP1001,2676.91,12.35,10,23,Fastened,No,Trenching,Loam,Steep,228.57,0.0,11
2025-05-11 01:10:26,EXC005,OP1003,2678.71,10.4,12,27,Fastened,No,Trenching,Loam,Flat,233.5,0.0,10
2025-05-11 03:37:21,EXC005,OP1003,2680.35,15.52,17,14,Fastened,No,Digging,Rock,Incline,242.51,0.0,14
2025-05-11 06:41:13,EXC003,OP1005,1204.75,9.89,8,25,Fastened,No,Trenching,Loam,Incline,247.95,0.0,14
2025-05-11 08:56:21,EXC001,OP1003,1554.77,12.5,15,15,Fastened,No,Digging,Rock,Flat,258.82,0.0,14
2025-05-11 11:13:00,EXC003,OP1005,1206.16,9.8,12,31,Fastened,No,Hauling,Sand,Flat,255.58,0.0,10
2025-05-11 13:40:18,EXC001,OP1002,1556.52,8.2,4,20,Fastened,No,Compacting,Gravel,Flat,261.36,0.0,2
2025-05-11 14:46:35,EXC003,OP1001,1207.89,7.67,3,57,Fastened,No,Grading,Clay,Steep,263.57,30.9,18
2025-05-11 17:14:59,EXC004,OP1005,1580.39,5.6,2,65,Fastened,No,Grading,Clay,Flat,271.74,24.09,14
2025-05-11 19:27:58,EXC003,OP1003,1209.51,7.28,2,59,Fastened,No,Grading,Clay,Steep,270.25,46.97,4
2025-05-11 21:23:58,EXC002,OP1002,2115.19,13.26,13,28,Fastened,No,Hauling,Sand,Steep,206.26,0.0,17
2025-05-12 00:17:48,EXC005,OP1005,2682.58,8.05,5,28,Fastened,No,Hauling,Sand,Incline,245.4,0.0,12
2025-05-12 02:00:20,EXC004,OP1001,1581.67,14.69,14,23,Fastened,No,Trenching,Loam,Steep,281.66,0.0,10
2025-05-12 04:36:59,EXC001,OP1001,1557.26,12.48,13,27,Fastened,No,Trenching,Loam,Incline,269.95,0.0,16
2025-05-12 07:10:12,EXC005,OP1004,2683.69,11.3,14,26,Fastened,No,Trenching,Loam,Flat,253.71,0.0,5
2025-05-12 09:54:22,EXC005,OP1002,2685.53,14.11,13,23,Fastened,No,Trenching,Loam,Steep,264.95,0.0,5
2025-05-12 12:49:24,EXC003,OP1002,1211.04,8.6,8,24,Fastened,No,Trenching,Loam,Flat,274.81,0.0,4
2025-05-12 14:18:29,EXC003,OP1001,1212.24,14.55,17,26,Fastened,No,Trenching,Loam,Incline,285.89,0.0,3
2025-05-12 17:33:51,EXC002,OP1004,2117.49,10.66,4,20,Fastened,No,Compacting,Gravel,Steep,209.37,0.0,6
2025-05-12 19:05:38,EXC002,OP1005,2118.45,16.67,19,16,Fastened,No,Digging,Rock,Incline,218.67,0.0,10
2025-05-12 22:29:16,EXC004,OP1001,1584.0,9.62,6,27,Fastened,No,Hauling,Sand,Steep,287.66,0.0,17
2025-05-13 00:26:54,EXC005,OP1004,2687.71,6.09,1,57,Fastened,No,Grading,Clay,Incline,269.52,36.53,10
2025-05-13 02:06:10,EXC005,OP1001,2688.91,8.51,3,21,Fastened,No,Compacting,Gravel,Incline,273.02,0.0,18
2025-05-13 03:33:29,EXC005,OP1001,2689.65,8.51,3,22,Unfastened,Yes,Compacting,Gravel,Incline,275.61,0.0,1
2025-05-13 04:53:00,EXC004,OP1004,1585.36,6.89,1,61,Fastened,No,Grading,Clay,Steep,294.95,18.76,9
2025-05-13 06:42:53,EXC005,OP1003,2690.41,6.79,3,59,Fastened,No,Grading,Clay,Incline,281.07,10.25,13
2025-05-13 08:58:34,EXC004,OP1002,1586.81,15.28,15,27,Fastened,No,Trenching,Loam,Steep,306.76,0.0,12
2025-05-13 12:10:05,EXC005,OP1002,2691.89,6.2,4,55,Fastened,No,Grading,Clay,Flat,285.55,32.78,12
2025-05-13 13:46:34,EXC002,OP1002,2120.94,9.62,3,18,Fastened,No,Compacting,Gravel,Steep,221.26,0.0,5
2025-05-13 15:14:53,EXC004,OP1002,1589.34,21.45,23,16,Fastened,No,Digging,Rock,Steep,323.23,0.0,9
2025-05-13 19:18:50,EXC005,OP1004,2693.21,6.09,1,59,Fastened,No,Grading,Clay,Incline,292.34,20.16,7
2025-05-13 21:05:07,EXC004,OP1003,1592.69,15.86,16,23,Fastened,No,Trenching,Loam,Steep,337.18,0.0,1
2025-05-14 00:28:00,EXC005,OP1003,2694.46,5.6,2,61,Fastened,No,Grading,Clay,Flat,296.8,19.93,13
2025-05-14 02:03:24,EXC004,OP1004,1595.27,7.28,2,61,Fastened,No,Grading,Clay,Steep,342.64,18.07,14
2025-05-14 03:56:03,EXC005,OP1001,2695.68,14.03,16,26,Fastened,No,Trenching,Loam,Incline,306.64,0.0,6
2025-05-14 06:49:32,EXC003,OP1002,1214.7,6.79,3,63,Fastened,No,Grading,Clay,Incline,291.43,31.72,18
2025-05-14 08:47:13,EXC005,OP1005,2698.02,6.09,1,62,Fastened,No,Grading,Clay,Incline,311.43,11.32,2
2025-05-14 10:48:48,EXC002,OP1001,2121.72,8.06,4,56,Fastened,No,Grading,Clay,Steep,228.02,13.79,16
2025-05-14 13:07:26,EXC001,OP1002,1559.27,21.45,23,14,Fastened,No,Digging,Rock,Steep,285.93,0.0,14
2025-05-14 17:02:06,EXC004,OP1003,1596.86,12.2,16,23,Fastened,No,Trenching,Loam,Flat,352.69,0.0,1
2025-05-14 19:42:04,EXC002,OP1002,2123.46,7.4,3,19,Fastened,No,Compacting,Gravel,Flat,229.36,0.0,10
2025-05-14 20:42:12,EXC003,OP1002,1216.26,9.62,3,22,Fastened,No,Compacting,Gravel,Steep,294.85,0.0,18
2025-05-14 22:24:33,EXC002,OP1004,2124.08,7.13,4,63,Fastened,No,Grading,Clay,Incline,235.91,23.81,3
2025-05-15 00:22:06,EXC005,OP1005,2699.32,9.5,10,27,Fastened,No,Trenching,Loam,Flat,318.16,0.0,16
2025-05-15 02:42:11,EXC004,OP1003,1598.85,9.5,10,23,Fastened,No,Trenching,Loam,Flat,359.55,0.0,16
2025-05-15 04:29:47,EXC002,OP1001,2125.74,8.2,4,22,Fastened,No,Compacting,Gravel,Flat,239.9,0.0,2
2025-05-15 06:02:06,EXC003,OP1002,1217.13,7.67,3,64,Fastened,No,Grading,Clay,Steep,300.66,28.12,8
2025-05-15 08:27:25,EXC001,OP1003,1562.57,21.45,23,14,Fastened,No,Digging,Rock,Steep,299.02,0.0,13
2025-05-15 12:37:30,EXC005,OP1004,2700.76,10.35,10,31,Fastened,No,Hauling,Sand,Incline,324.17,0.0,3
2025-05-15 15:18:07,EXC001,OP1001,1565.87,9.43,4,19,Fastened,No,Compacting,Gravel,Incline,301.78,0.0,1
2025-05-15 17:07:10,EXC001,OP1001,1566.69,10.81,11,32,Fastened,No,Hauling,Sand,Incline,309.57,0.0,11
2025-05-15 19:30:46,EXC003,OP1004,1218.9,9.62,6,30,Fastened,No,Hauling,Sand,Steep,306.73,0.0,9
2025-05-15 21:56:02,EXC002,OP1002,2126.5,18.85,19,15,Fastened,No,Digging,Rock,Steep,251.54,0.0,11
2025-05-16 01:16:28,EXC001,OP1001,1568.57,9.5,10,25,Fastened,No,Trenching,Loam,Flat,315.59,0.0,16
2025-05-16 03:13:53,EXC002,OP1005,2129.3,8.2,8,31,Fastened,No,Hauling,Sand,Flat,257.79,0.0,9
2025-05-16 04:52:26,EXC002,OP1004,2130.62,8.06,4,56,Fastened,No,Grading,Clay,Steep,265.19,18.16,19
2025-05-16 06:55:25,EXC002,OP1002,2132.36,6.2,4,62,Fastened,No,Grading,Clay,Flat,271.16,47.16,15
2025-05-16 09:17:03,EXC003,OP1003,1220.32,16.25,15,14,Fastened,No,Digging,Rock,Steep,317.28,0.0,9
2025-05-16 12:04:58,EXC001,OP1001,1569.99,11.77,9,25,Fastened,No,Trenching,Loam,Steep,322.44,0.0,15
2025-05-16 14:35:29,EXC002,OP1005,2133.79,11.44,11,26,Fastened,No,Trenching,Loam,Incline,276.78,0.0,9
2025-05-16 17:03:15,EXC001,OP1002,1571.7,18.2,18,14,Fastened,No,Digging,Rock,Steep,335.99,0.0,16
2025-05-16 20:24:31,EXC003,OP1005,1222.57,14.03,16,25,Fastened,No,Trenching,Loam,Incline,328.55,0.0,3
2025-05-16 23:13:23,EXC004,OP1002,1600.24,7.4,3,21,Fastened,No,Compacting,Gravel,Flat,361.48,0.0,10
2025-05-17 00:45:16,EXC001,OP1004,1574.33,5.9,3,58,Fastened,No,Grading,Clay,Flat,341.54,33.76,18
2025-05-17 02:22:23,EXC003,OP1005,1224.88,6.89,1,57,Fastened,No,Grading,Clay,Steep,333.34,17.27,12
2025-05-17 04:06:10,EXC002,OP1005,2135.55,7.59,2,19,Fastened,No,Compacting,Gravel,Incline,278.68,0.0,1
2025-05-17 04:57:07,EXC003,OP1002,1226.24,10.92,10,25,Fastened,No,Trenching,Loam,Incline,339.39,0.0,16
2025-05-17 07:26:38,EXC003,OP1003,1227.87,10.35,10,32,Fastened,No,Hauling,Sand,Incline,345.65,0.0,10
2025-05-17 10:10:05,EXC005,OP1003,2702.5,10.66,8,29,Fastened,No,Hauling,Sand,Steep,331.7,0.0,2
2025-05-17 12:33:27,EXC003,OP1005,1229.63,16.25,15,16,Fastened,No,Digging,Rock,Steep,355.56,0.0,6
2025-05-17 15:24:47,EXC005,OP1005,2704.18,8.51,3,18,Fastened,No,Compacting,Gravel,Incline,333.53,0.0,6
2025-05-17 16:56:00,EXC004,OP1001,1600.89,9.43,4,22,Fastened,No,Compacting,Gravel,Incline,364.57,0.0,16
2025-05-17 18:31:30,EXC001,OP1003,1575.59,9.0,10,29,Fastened,No,Hauling,Sand,Flat,348.84,0.0,10
2025-05-17 20:55:56,EXC004,OP1002,1601.78,14.37,15,16,Fastened,No,Digging,Rock,Incline,372.83,0.0,14
2025-05-17 23:45:11,EXC002,OP1005,2136.14,7.28,2,62,Fastened,No,Grading,Clay,Steep,284.92,40.13,14
2025-05-18 01:56:44,EXC002,OP1002,2137.75,10.81,11,32,Fastened,No,Hauling,Sand,Incline,292.08,0.0,19
2025-05-18 04:30:25,EXC004,OP1001,1603.81,9.8,12,29,Fastened,No,Hauling,Sand,Flat,378.28,0.0,15
2025-05-18 06:42:14,EXC004,OP1005,1605.49,9.4,11,32,Fastened,No,Hauling,Sand,Flat,386.78,0.0,15
2025-05-18 08:43:30,EXC004,OP1001,1607.12,11.96,12,27,Fastened,No,Trenching,Loam,Incline,394.41,0.0,15
2025-05-18 10:53:16,EXC002,OP1001,2139.62,10.35,10,32,Fastened,No,Hauling,Sand,Incline,300.22,0.0,8
2025-05-18 13:26:15,EXC002,OP1002,2141.38,12.93,11,23,Fastened,No,Trenching,Loam,Steep,308.22,0.0,4
2025-05-18 15:54:28,EXC003,OP1004,1231.92,12.65,17,27,Fastened,No,Trenching,Loam,Flat,363.84,0.0,7
2025-05-18 18:31:34,EXC005,OP1002,2704.87,5.6,2,65,Fastened,No,Grading,Clay,Flat,338.71,36.08,8
2025-05-18 20:19:43,EXC002,OP1001,2143.31,12.74,12,29,Fastened,No,Hauling,Sand,Steep,316.84,0.0,7
2025-05-18 22:47:57,EXC004,OP1004,1609.02,13.51,15,27,Fastened,No,Trenching,Loam,Incline,407.36,0.0,10
2025-05-19 01:20:36,EXC004,OP1003,1611.27,18.97,23,16,Fastened,No,Digging,Rock,Incline,424.13,0.0,12
2025-05-19 05:06:03,EXC004,OP1002,1614.23,7.28,2,55,Fastened,No,Grading,Clay,Steep,430.07,19.29,1
2025-05-19 07:07:28,EXC003,OP1003,1234.06,18.4,22,16,Fastened,No,Digging,Rock,Incline,377.51,0.0,11
2025-05-19 10:34:09,EXC001,OP1002,1577.07,8.2,8,33,Fastened,No,Hauling,Sand,Flat,353.86,0.0,16
2025-05-19 12:34:10,EXC001,OP1002,1578.41,13.0,16,15,Fastened,No,Digging,Rock,Flat,360.51,0.0,2
2025-05-19 14:59:46,EXC001,OP1003,1580.26,10.4,12,26,Fastened,No,Trenching,Loam,Flat,366.33,0.0,11
2025-05-19 17:36:43,EXC003,OP1001,1236.9,9.05,9,26,Fastened,No,Trenching,Loam,Flat,383.37,0.0,9
2025-05-19 19:18:31,EXC002,OP1004,2145.5,12.74,12,32,Fastened,No,Hauling,Sand,Steep,326.62,0.0,13
2025-05-19 22:02:46,EXC003,OP1001,1238.22,9.8,12,32,Fastened,No,Hauling,Sand,Flat,391.7,0.0,7
2025-05-20 00:13:47,EXC004,OP1001,1615.68,9.62,3,19,Fastened,No,Compacting,Gravel,Steep,433.36,0.0,15
2025-05-20 01:58:46,EXC001,OP1002,1581.9,16.1,18,16,Fastened,No,Digging,Rock,Incline,376.38,0.0,3
2025-05-20 05:10:08,EXC001,OP1004,1584.28,16.5,23,14,Fastened,No,Digging,Rock,Flat,386.33,0.0,15
2025-05-20 08:22:13,EXC001,OP1001,1586.81,11.44,11,23,Fastened,No,Trenching,Loam,Incline,394.36,0.0,8
2025-05-20 10:46:02,EXC003,OP1005,1239.96,14.11,13,25,Fastened,No,Trenching,Loam,Steep,401.26,0.0,3
2025-05-20 13:39:29,EXC004,OP1004,1616.49,8.2,4,21,Fastened,No,Compacting,Gravel,Flat,434.69,0.0,14
2025-05-20 14:40:10,EXC005,OP1004,2706.16,16.0,22,14,Fastened,No,Digging,Rock,Flat,352.17,0.0,11
2025-05-20 17:27:35,EXC001,OP1001,1588.52,16.25,15,15,Fastened,No,Digging,Rock,Steep,402.85,0.0,16
2025-05-20 20:02:38,EXC003,OP1004,1242.19,14.11,13,24,Fastened,No,Trenching,Loam,Steep,412.36,0.0,18
2025-05-20 22:47:47,EXC004,OP1004,1617.24,9.95,11,26,Fastened,No,Trenching,Loam,Flat,442.24,0.0,12
2025-05-21 00:59:00,EXC003,OP1003,1244.39,9.62,6,31,Fastened,No,Hauling,Sand,Steep,418.67,0.0,3
2025-05-21 02:47:01,EXC003,OP1001,1245.84,7.13,4,58,Fastened,No,Grading,Clay,Incline,425.04,33.6,9
